##;ENG;FRA;ITA;SPA;GER;POL;POR;RUS;;;X;;
PROV2235;シルショフ海嶺南部;;;;;;;;;;X;;
PROV2236;沙里院;サリウォン;;;;;;;;;;;X
PROV2237;アナディル湾;;;;;;;;;;X;;
PROV2238;フライング・フィッシュ・コーブ;クリスマス島;;;;;;;;;;;X
PROV2239;東南ソロモン海溝;;;;;;;;;;X;;
PROV2240;カルーガ;;;;;;;;;;X;;
PROV2241;新京;シンジン;;;;;;;;;;;X
PROV2242;ポー;;;;;;;;;;X;;
PROV2243;ログローニョ;;;;;;;;;;X;;
PROV2244;パンプローナ;;;;;;;;;;X;;
PROV2245;カーライル;;;;;;;;;;X;;
PROV2246;烏蘭浩特;ウランホト;;;;;;;;;;;X
PROV2247;カロリン諸島東部;;;;;;;;;;X;;
PROV2248;カロリン諸島北部;;;;;;;;;;X;;
PROV2249;カロリン諸島中部;;;;;;;;;;X;;
PROV2250;フィリピン海溝南部;;;;;;;;;;X;;
PROV2251;ダバオ湾;;;;;;;;;;X;;
PROV2252;パナイ湾;;;;;;;;;;X;;
PROV2253;スリガオ海峡;;;;;;;;;;X;;
PROV2254;シブヤン海;;;;;;;;;;X;;
PROV2255;タスカルーサ;;;;;;;;;;X;;
PROV2256;マニラ湾;;;;;;;;;;X;;
PROV2257;リンガエン湾;;;;;;;;;;X;;
PROV2258;ラモン湾;;;;;;;;;;X;;
PROV2259;サウスヘヴン;;;;;;;;;;X;;
PROV2260;オーラス湾;;;;;;;;;;X;;
PROV2261;ミネアポリス;;;;;;;;;;X;;
PROV2262;バブヤン海峡;;;;;;;;;;X;;
PROV2263;シェンチュワン湾;;;;;;;;;;X;;
PROV2264;フィリピン海溝北部;;;;;;;;;;X;;
PROV2265;フィリピン海溝中部;;;;;;;;;;X;;
PROV2266;九洲・パラオ海溝南部;;;;;;;;;;X;;
PROV2267;パラオ海溝;;;;;;;;;;X;;
PROV2268;アガラス岬;;;;;;;;;;X;;
PROV2269;フォルス湾;;;;;;;;;;X;;
PROV2270;ウォルビス海嶺西部;;;;;;;;;;X;;
PROV2271;アンゴラ深海平原中部;;;;;;;;;;X;;
PROV2272;ウォルビス海嶺東部;;;;;;;;;;X;;
PROV2273;マクダガルス湾;;;;;;;;;;X;;
PROV2274;ウォルビス湾;;;;;;;;;;X;;
PROV2275;フリア岬;;;;;;;;;;X;;
PROV2276;アンゴラ沿岸;;;;;;;;;;X;;
PROV2277;コンゴ海底扇状地東部;;;;;;;;;;X;;
PROV2278;ロペス岬;;;;;;;;;;X;;
PROV2279;コリスコ湾;;;;;;;;;;X;;
PROV2280;ニジェール川デルタ;;;;;;;;;;X;;
PROV2281;伊春;イーチュン;;;;;;;;;;;X
PROV2282;アフリカ湖沼;;;;;;;;;;X;;
PROV2283;ブジュンブラ;;;;;;;;;;X;;
PROV2284;グル;;;;;;;;;;X;;
PROV2285;ギニア湾東部;;;;;;;;;;X;;
PROV2286;コンゴ海底扇状地西部;;;;;;;;;;X;;
PROV2287;ギニア海盆東部;;;;;;;;;;X;;
PROV2288;ギニア湾中西部;;;;;;;;;;X;;
PROV2289;奴隷海岸;スレイブコースト;;;;;;;;;;;X
PROV2290;黄金海岸;ゴールドコースト;;;;;;;;;;;X
PROV2291;象牙海岸;アイヴォリーコースト;;;;;;;;;;;X
PROV2292;胡椒海岸;ペッパーコースト;;;;;;;;;;;X
PROV2293;レオネアン諸島;;;;;;;;;;X;;
PROV2294;ビジャゴス諸島;;;;;;;;;;X;;
PROV2295;ガンビア海盆;;;;;;;;;;X;;
PROV2296;ガンビア湾;;;;;;;;;;X;;
PROV2297;ブラン岬;;;;;;;;;;X;;
PROV2298;ヴェルデ岬海域南部;;;;;;;;;;X;;
PROV2299;ヴェルデ岬海域北部;;;;;;;;;;X;;
PROV2300;カナリア諸島海域;;;;;;;;;;X;;
PROV2301;シントラ湾;;;;;;;;;;X;;
PROV2302;ボハドル岬;;;;;;;;;;X;;
PROV2303;ドラー岬;;;;;;;;;;X;;
PROV2304;アゾレス海南部;;;;;;;;;;X;;
PROV2305;大西洋中央海嶺東部;;;;;;;;;;X;;
PROV2306;大西洋中央海嶺中東部;;;;;;;;;;X;;
PROV2307;北大西洋中央海嶺中南部;;;;;;;;;;X;;
PROV2308;南大西洋中央海嶺中部;;;;;;;;;;X;;
PROV2309;北大西洋中央海嶺中部;;;;;;;;;;X;;
PROV2310;サルガッソー南東部;;;;;;;;;;X;;
PROV2311;銅仁;トンレン;;;;;;;;;;;X
PROV2312;バミューダ東部;;;;;;;;;;X;;
PROV2313;ギアナ海盆北部;;;;;;;;;;X;;
PROV2314;バミューダ南部;;;;;;;;;;X;;
PROV2315;バミューダ西部;;;;;;;;;;X;;
PROV2316;ブレーク海台;;;;;;;;;;X;;
PROV2317;凌源;リンユエン;;;;;;;;;;;X
PROV2318;ラン平;ルァンピン;;;;;;;;;;;X
PROV2319;メツォヴォ;;;;;;;;;;X;;
PROV2320;北米湖湖;;;;;;;;;;X;;
PROV2321;アレクサンドルーポリ;;;;;;;;;;X;;
PROV2322;エディルネ;;;;;;;;;;X;;
PROV2323;ハスコヴォ;;;;;;;;;;X;;
PROV2324;ヴァルナ ;;;;;;;;;;X;;
PROV2325;フィウーメ;;;;;;;;;;X;;
PROV2326;カポディストリア;コペル;;;;;;;;;;;X
PROV2327;リンツ;;;;;;;;;;X;;
PROV2328;ザンクト・ペルテン;;;;;;;;;;X;;
PROV2329;アイゼンシュタット;;;;;;;;;;X;;
PROV2330;チェスターフィールド湾;;;;;;;;;;X;;
PROV2331;タンジェ;;;;;;;;;;X;;
PROV2332;ナドル;;;;;;;;;;X;;
PROV2333;白山;バイシャン;;;;;;;;;;;X
PROV2334;ブル;;;;;;;;;;X;;
PROV2335;メルヴィル湾;;;;;;;;;;X;;
PROV2336;カンバーランド海峡;;;;;;;;;;X;;
PROV2337;通遼;トンリャオ;;;;;;;;;;;X
PROV2338;渾江;フンジャン;;;;;;;;;;;X
PROV2339;マラボ;;;;;;;;;;X;;
PROV2340;瀋陽;シェンヤン;;;;;;;;;;;X
PROV2341;鉄嶺;ティエリン;;;;;;;;;;;X
PROV2342;アソーサ;;;;;;;;;;X;;
PROV2343;セントローレンス湾;;;;;;;;;;X;;
PROV2344;鉄法;ティエファ;;;;;;;;;;;X
PROV2345;撫順;フーシュン;;;;;;;;;;;X
PROV2346;遼陽;リャオヤン;;;;;;;;;;;X
PROV2347;錦州;ジンヂョウ;;;;;;;;;;;X
PROV2348;阜新;フーシン;;;;;;;;;;;X
PROV2349;鞍山;アンシャン;;;;;;;;;;;X
PROV2350;ニューイングランド陸棚;;;;;;;;;;X;;
PROV2351;バミューダ北部;;;;;;;;;;X;;
PROV2352;セーブル島バンク;;;;;;;;;;X;;
PROV2353;ニューイングランド海山群;;;;;;;;;;X;;
PROV2354;グランドバンクス;;;;;;;;;;X;;
PROV2355;コーナースピアマウンツ;;;;;;;;;;X;;
PROV2356;南大西洋中央海嶺北部;;;;;;;;;;X;;
PROV2357;アゾレス海東部;;;;;;;;;;X;;
PROV2358;アゾレス海北部;;;;;;;;;;X;;
PROV2359;ギッブス断裂帯東部;;;;;;;;;;X;;
PROV2360;フレミッシュ岬;;;;;;;;;;X;;
PROV2361;ギッブス断裂帯西部;;;;;;;;;;X;;
PROV2362;ラブラドール海南西部;;;;;;;;;;X;;
PROV2363;デービス海峡;;;;;;;;;;X;;
PROV2364;ラブラドール海中南部;;;;;;;;;;X;;
PROV2365;スポケーン;;;;;;;;;;X;;
PROV2366;スキョルンゲンバンク;;;;;;;;;;X;;
PROV2367;ヘレナ;;;;;;;;;;X;;
PROV2368;デンマーク海峡北西部;;;;;;;;;;X;;
PROV2369;デンマーク海峡中部;;;;;;;;;;X;;
PROV2370;イルミンガー海盆;;;;;;;;;;X;;
PROV2371;ラブラドール海中部;;;;;;;;;;X;;
PROV2372;ラブラドール海南部;;;;;;;;;;X;;
PROV2373;デンマーク海峡南部;;;;;;;;;;X;;
PROV2374;ファクサ湾;;;;;;;;;;X;;
PROV2375;フーナ湾;;;;;;;;;;X;;
PROV2376;グリーンランド海西部;;;;;;;;;;X;;
PROV2377;グレートフォールズ;;;;;;;;;;X;;
PROV2378;グリーンランド海中部;;;;;;;;;;X;;
PROV2379;グリーンランド海東部;;;;;;;;;;X;;
PROV2380;グリーンランド海南部;;;;;;;;;;X;;
PROV2381;カニン岬;;;;;;;;;;X;;
PROV2382;バレンツ海中部;;;;;;;;;;X;;
PROV2383;バレンツ海南部;;;;;;;;;;X;;
PROV2384;白海;;;;;;;;;;X;;
PROV2385;バランゲルフィヨルド;;;;;;;;;;X;;
PROV2386;ノールカップ岬;;;;;;;;;;X;;
PROV2387;アルタフィヨルド;;;;;;;;;;X;;
PROV2388;ベストフィヨルド;;;;;;;;;;X;;
PROV2389;トロンヘイムフィヨルド;;;;;;;;;;X;;
PROV2390;モルデフィヨルド;;;;;;;;;;X;;
PROV2391;ノルウェー海中部;;;;;;;;;;X;;
PROV2392;ソグネフィヨルド;;;;;;;;;;X;;
PROV2393;ボクナフィヨルド;;;;;;;;;;X;;
PROV2394;北海中南部;;;;;;;;;;X;;
PROV2395;テムズ河口;;;;;;;;;;X;;
PROV2396;ウォッシュ湾;;;;;;;;;;X;;
PROV2397;テイ河口;;;;;;;;;;X;;
PROV2398;フォース湾;;;;;;;;;;X;;
PROV2399;ドッガーバンク;;;;;;;;;;X;;
PROV2400;北海中西部;;;;;;;;;;X;;
PROV2401;ロッコールバンク;;;;;;;;;;X;;
PROV2402;ペントランド湾;;;;;;;;;;X;;
PROV2403;ミンチ海峡;;;;;;;;;;X;;
PROV2404;リトルミンチ海峡;;;;;;;;;;X;;
PROV2405;ノース海峡;;;;;;;;;;X;;
PROV2406;ソルウェイ湾;;;;;;;;;;X;;
PROV2407;ドニゴール湾;;;;;;;;;;X;;
PROV2408;ゴールウェー湾;;;;;;;;;;X;;
PROV2409;シャノン河口;;;;;;;;;;X;;
PROV2410;セントジョージ海峡;;;;;;;;;;X;;
PROV2411;ケルト海;;;;;;;;;;X;;
PROV2412;イギリス海峡東部;;;;;;;;;;X;;
PROV2413;イギリス海峡西部;;;;;;;;;;X;;
PROV2414;イギリス海峡入口;;;;;;;;;;X;;
PROV2415;ビスカヤ湾北部;;;;;;;;;;X;;
PROV2416;ビスカヤ湾中部;;;;;;;;;;X;;
PROV2417;ビスカヤ湾南部;;;;;;;;;;X;;
PROV2418;ビスカヤ湾南西部;;;;;;;;;;X;;
PROV2419;コスタヴェルデ;;;;;;;;;;X;;
PROV2420;ビスカヤ海盆西部;;;;;;;;;;X;;
PROV2421;ハットンバンク;;;;;;;;;;X;;
PROV2422;ケルト陸棚西部;;;;;;;;;;X;;
PROV2423;アゾレス海西部;;;;;;;;;;X;;
PROV2424;イベリア陸棚南部;;;;;;;;;;X;;
PROV2425;リアスバハス;;;;;;;;;;X;;
PROV2426;ポルト沿岸;;;;;;;;;;X;;
PROV2427;リスボン沿岸;;;;;;;;;;X;;
PROV2428;カディス湾;;;;;;;;;;X;;
PROV2429;モロッコ湾;;;;;;;;;;X;;
PROV2430;ジブラルタル海峡;;;;;;;;;;X;;
PROV2431;アルメリア湾;;;;;;;;;;X;;
PROV2432;ブランカ沿岸;;;;;;;;;;X;;
PROV2433;バレアス海;;;;;;;;;;X;;
PROV2434;アルジェ沿岸;;;;;;;;;;X;;
PROV2435;リヨン湾中部;;;;;;;;;;X;;
PROV2436;フィリップビル沿岸;;;;;;;;;;X;;
PROV2437;カリアリ湾;;;;;;;;;;X;;
PROV2438;ジェノヴァ湾;;;;;;;;;;X;;
PROV2439;リグリア海;;;;;;;;;;X;;
PROV2440;ガベス湾;;;;;;;;;;X;;
PROV2441;サレルノ湾;;;;;;;;;;X;;
PROV2442;シドラ湾;;;;;;;;;;X;;
PROV2443;タラント湾;;;;;;;;;;X;;
PROV2444;アドリア海北部;;;;;;;;;;X;;
PROV2445;アドリア海中部;;;;;;;;;;X;;
PROV2446;アドリア海南部;;;;;;;;;;X;;
PROV2447;ジェール;;;;;;;;;;X;;
PROV2448;イオニア海;;;;;;;;;;X;;
PROV2449;スリナ;;;;;;;;;;X;;
PROV2450;カララシ;;;;;;;;;;X;;
PROV2451;トブルク沿岸;;;;;;;;;;X;;
PROV2452;レヴァント海;;;;;;;;;;X;;
PROV2453;スエズ運河;;;;;;;;;;X;;
PROV2454;アレキサンドリア沿岸;;;;;;;;;;X;;
PROV2455;紅海北部;;;;;;;;;;X;;
PROV2456;紅海南部;;;;;;;;;;X;;
PROV2457;アデン湾西部;;;;;;;;;;X;;
PROV2458;アデン湾中部;;;;;;;;;;X;;
PROV2459;アデン湾東部;;;;;;;;;;X;;
PROV2460;ハサブ;;;;;;;;;;X;;
PROV2461;ソマリア沿岸南東部;;;;;;;;;;X;;
PROV2462;ソマリ海盆西部;;;;;;;;;;X;;
PROV2463;クレタ海;;;;;;;;;;X;;
PROV2464;エーゲ海北部;;;;;;;;;;X;;
PROV2465;黒海南部;;;;;;;;;;X;;
PROV2466;黒海中部;;;;;;;;;;X;;
PROV2467;黒海南東部;;;;;;;;;;X;;
PROV2468;アゾフ海;;;;;;;;;;X;;
PROV2469;ロシア湖沼;;;;;;;;;;X;;
PROV2470;ナヒチェヴァン;;;;;;;;;;X;;
PROV2471;クロマティ湾;;;;;;;;;;X;;
PROV2472;ワッデン海;;;;;;;;;;X;;
PROV2473;ヘルゴラント湾;;;;;;;;;;X;;
PROV2474;スカゲラク海峡;;;;;;;;;;X;;
PROV2475;カテガット海峡;;;;;;;;;;X;;
PROV2476;ストア海峡;;;;;;;;;;X;;
PROV2477;ポメラニア湾;;;;;;;;;;X;;
PROV2478;ダンツィヒ湾;;;;;;;;;;X;;
PROV2479;カルマル海峡;;;;;;;;;;X;;
PROV2480;クールラント礁湖;;;;;;;;;;X;;
PROV2481;ストックホルム沿岸;;;;;;;;;;X;;
PROV2482;バルト海中部;;;;;;;;;;X;;
PROV2483;リガ湾;;;;;;;;;;X;;
PROV2484;フィンランド湾;;;;;;;;;;X;;
PROV2485;鶴崗;;;;;;;;;;;;X
PROV2486;斉斉哈爾;;;;;;;;;;;;X
PROV2487;扶余;;;;;;;;;;;;X
PROV2488;チェレポヴェツ;;;;;;;;;;X;;
PROV2489;ボスニア湾南西部;;;;;;;;;;X;;
PROV2490;ヨーロッパ北部湖沼;;;;;;;;;;X;;
PROV2491;ボスニア湾南東部;;;;;;;;;;X;;
PROV2492;ボスニア湾中部;;;;;;;;;;X;;
PROV2493;ボスニア湾北西部;;;;;;;;;;X;;
PROV2494;ボスニア湾北東部;;;;;;;;;;X;;
PROV2495;ギニア海盆西部;;;;;;;;;;X;;
PROV2496;ムスル;;;;;;;;;;X;;
PROV2497;ギニア深海平原;;;;;;;;;;X;;
PROV2498;アンゴラ深海平原西部;;;;;;;;;;X;;
PROV2499;アルゼンチン深海平原東部;;;;;;;;;;X;;
PROV2500;アルゼンチン深海平原中部;;;;;;;;;;X;;
PROV2501;アルゼンチン深海平原西部;;;;;;;;;;X;;
PROV2502;襄樊;;;;;;;;;;;;X
PROV2503;隴南;;;;;;;;;;;;X
PROV2504;銀川;;;;;;;;;;;;X
PROV2505;安康;;;;;;;;;;;;X
PROV2506;アルゼンチン深海平原北部;;;;;;;;;;X;;
PROV2507;宝鶏;;;;;;;;;;;;X
PROV2508;駐馬店;;;;;;;;;;;;X
PROV2509;アヌシー;;;;;;;;;;X;;
PROV2510;ブラジル深海平原;;;;;;;;;;X;;
PROV2511;双遼;;;;;;;;;;;;X
PROV2512;セアラ深海平原東部;;;;;;;;;;X;;
PROV2513;周口;;;;;;;;;;;;X
PROV2514;ショーモン;;;;;;;;;;X;;
PROV2515;許昌;;;;;;;;;;;;X
PROV2516;新郷;;;;;;;;;;;;X
PROV2517;長治;;;;;;;;;;;;X
PROV2518;陽泉;;;;;;;;;;;;X
PROV2519;小アンティル諸島;;;;;;;;;;X;;
PROV2520;忻州;;;;;;;;;;;;X
PROV2521;モナ海峡;;;;;;;;;;X;;
PROV2522;カ沢;;;;;;;;;;;;X
PROV2523;南宮;;;;;;;;;;;;X
PROV2524;ウインドワード海峡;;;;;;;;;;X;;
PROV2525;保定;;;;;;;;;;;;X
PROV2526;滄州;;;;;;;;;;;;X
PROV2527;唐山;;;;;;;;;;;;X
PROV2528;聊城;;;;;;;;;;;;X
PROV2529;青島;;;;;;;;;;;;X
PROV2530;い坊;;;;;;;;;;;;X
PROV2531;し博;;;;;;;;;;;;X
PROV2532;メキシコ湾;;;;;;;;;;X;;
PROV2533;済南;;;;;;;;;;X;;
PROV2534;徳州;;;;;;;;;;X;;
PROV2535;フロリダ海峡;;;;;;;;;;X;;
PROV2536;オールドバハマ海峡;;;;;;;;;;X;;
PROV2537;クロックド島海峡;;;;;;;;;;X;;
PROV2538;ザンジバル;;;;;;;;;;X;;
PROV2539;マヤグアナ海峡;;;;;;;;;;X;;
PROV2540;サルガッソー海南部;;;;;;;;;;X;;
PROV2541;アンティル陸棚北部;;;;;;;;;;X;;
PROV2542;セアラ深海平原西部;;;;;;;;;;X;;
PROV2543;ギアナ海盆;;;;;;;;;;X;;
PROV2544;ギアナ海盆東部;;;;;;;;;;X;;
PROV2545;南大西洋中央海嶺中南部;;;;;;;;;;X;;
PROV2546;ロマンシュ海裂西部;;;;;;;;;;X;;
PROV2547;ロマンシュ海裂東部;;;;;;;;;;X;;
PROV2548;アルゼンチン深海平原北東部;;;;;;;;;;X;;
PROV2549;ロマンシュ海裂南部;;;;;;;;;;X;;
PROV2550;広元;;;;;;;;;;;;X
PROV2551;重慶;;;;;;;;;;;;X
PROV2552;フンボルト深海平原北東部;;;;;;;;;;X;;
PROV2553;ペルー・チリ海溝北部;;;;;;;;;;X;;
PROV2554;ナスカ海嶺南部;;;;;;;;;;X;;
PROV2555;エヴルー;;;;;;;;;;X;;
PROV2556;陽朔;;;;;;;;;;X;;
PROV2557;ディジョン;;;;;;;;;;X;;
PROV2558;じょ州;;;;;;;;;;X;;
PROV2559;楽山;;;;;;;;;;X;;
PROV2560;宜賓;;;;;;;;;;X;;
PROV2561;倍陵;;;;;;;;;;X;;
PROV2562;ネッカー海嶺;;;;;;;;;;X;;
PROV2563;ハワイ海膨東部;;;;;;;;;;X;;
PROV2564;クラリオン断裂帯中部;;;;;;;;;;X;;
PROV2565;クラリオン断裂帯東部;;;;;;;;;;X;;
PROV2566;東太平洋海膨;;;;;;;;;;X;;
PROV2567;景徳鎮;;;;;;;;;;X;;
PROV2568;上饒;;;;;;;;;;X;;
PROV2569;南昌;;;;;;;;;;X;;
PROV2570;江山;;;;;;;;;;X;;
PROV2571;嘉興;;;;;;;;;;X;;
PROV2572;麗水;;;;;;;;;;X;;
PROV2573;黄山;;;;;;;;;;X;;
PROV2574;貴池;;;;;;;;;;X;;
PROV2575;パナマ運河;;;;;;;;;;X;;
PROV2576;衡水;;;;;;;;;;X;;
PROV2577;アンティル陸棚南部;;;;;;;;;;X;;
PROV2578;グランドケイマン;;;;;;;;;;X;;
PROV2579;タンパ湾;;;;;;;;;;X;;
PROV2580;ギニア湾西部;;;;;;;;;;X;;
PROV2581;ギニア湾中東部;;;;;;;;;;X;;
PROV2582;アンゴラ深海平原東部;;;;;;;;;;X;;
PROV2583;ナタル海盆西部;;;;;;;;;;X;;
PROV2584;ソマリ海盆北部;;;;;;;;;;X;;
PROV2585;アラビア海盆北部;;;;;;;;;;X;;
PROV2586;アラビア海盆東部;;;;;;;;;;X;;
PROV2587;チャゴス・ラカディブ海台北部;;;;;;;;;;X;;
PROV2588;ジャワ海溝西部;;;;;;;;;;X;;
PROV2589;東京湾;;;;;;;;;;X;;
PROV2590;石狩湾;;;;;;;;;;X;;
PROV2591;タスマン海台東部;;;;;;;;;;X;;
PROV2592;ディブルーガル;;;;;;;;;;X;;
PROV2593;マデイラ諸島海域;;;;;;;;;;X;;
PROV2594;ヴェルデ岬海域東部;;;;;;;;;;X;;
PROV2595;イベリア陸棚北部;;;;;;;;;;X;;
PROV2596;ビスカヤ海盆東部;;;;;;;;;;X;;
PROV2597;ケルト陸棚東部;;;;;;;;;;X;;
PROV2598;フェロー諸島中部;;;;;;;;;;X;;
PROV2599;フェロー諸島北東部;;;;;;;;;;X;;
PROV2600;北海中東部;;;;;;;;;;X;;
PROV2601;ノルウェー海北部;;;;;;;;;;X;;
PROV2602;レシツァ;;;;;;;;;;X;;
PROV2603;トゥルヌ・セヴェリン;;;;;;;;;;X;;
PROV2604;ガラーティ;;;;;;;;;;X;;
PROV2605;カフル;;;;;;;;;;X;;
PROV2606;メーメル;;;;;;;;;;X;;
PROV2607;静岡県;;;;;;;;;;X;;
PROV2608;富山県;;;;;;;;;;X;;
PROV2609;岐阜県;;;;;;;;;;X;;
PROV2610;愛知県;;;;;;;;;;X;;
PROV2611;石川県;;;;;;;;;;X;;
PROV2612;福井県;;;;;;;;;;X;;
PROV2613;滋賀県;;;;;;;;;;X;;
PROV2614;三重県;;;;;;;;;;X;;
PROV2615;京都府;;;;;;;;;;X;;
PROV2616;奈良県;;;;;;;;;;X;;
PROV2617;和歌山県;;;;;;;;;;X;;
PROV2618;大阪府;;;;;;;;;;X;;
PROV2619;兵庫県;;;;;;;;;;X;;
PROV2620;鳥取県;;;;;;;;;;X;;
PROV2621;岡山県;;;;;;;;;;X;;
PROV2622;島根県;;;;;;;;;;X;;
PROV2623;広島県;;;;;;;;;;X;;
PROV2624;山口県;;;;;;;;;;X;;
PROV2625;香川県;;;;;;;;;;X;;
PROV2626;徳島県;;;;;;;;;;X;;
PROV2627;愛媛県;;;;;;;;;;X;;
PROV2628;高知県;;;;;;;;;;X;;
PROV2629;福岡県;;;;;;;;;;X;;
PROV2630;大分県;;;;;;;;;;X;;
PROV2631;佐賀県;;;;;;;;;;X;;
PROV2632;長崎県;;;;;;;;;;X;;
PROV2633;宮崎県;;;;;;;;;;X;;
PROV2634;熊本県;;;;;;;;;;X;;
PROV2635;鹿児島県;;;;;;;;;;X;;
PROV2636;奄美大島;;;;;;;;;;X;;
PROV2637;沖縄県;;;;;;;;;;X;;
PROV2638;高雄;;;;;;;;;;X;;
PROV2639;澎湖諸島;;;;;;;;;;X;;
PROV2640;対馬;;;;;;;;;;X;;
PROV2641;ガリナ;;;;;;;;;;X;;
PROV2642;ミント;;;;;;;;;;X;;
PROV2643;アニマック;;;;;;;;;;X;;
PROV2644;ラケ・クラーク;;;;;;;;;;X;;
PROV2645;フェアバンクス;;;;;;;;;;X;;
PROV2646;バハチ;;;;;;;;;;X;;
PROV2647;パレニ;;;;;;;;;;X;;
PROV2648;アナドゥイリ;;;;;;;;;;X;;
PROV2649;チェランスコエ;;;;;;;;;;X;;
PROV2650;オムスクチャン;;;;;;;;;;X;;
PROV2651;エヴェンスク;;;;;;;;;;X;;
PROV2652;アルチーク;;;;;;;;;;X;;
PROV2653;ハチェイングンアフ;;;;;;;;;;X;;
PROV2654;マルシャレツ;;;;;;;;;;X;;
PROV2655;アンマンンカン;;;;;;;;;;X;;
PROV2656;アギルキ;;;;;;;;;;X;;
PROV2657;ブルガウチャン;;;;;;;;;;X;;
PROV2658;チェンケレニヤ;;;;;;;;;;X;;
PROV2659;ヴェルオヤンスク;;;;;;;;;;X;;
PROV2660;オリョクミンスク;;;;;;;;;;X;;
PROV2661;ユーコン基地;;;;;;;;;;X;;
PROV2662;名称未設定;;;;;;;;;;X;;
PROV2663;名称未設定;;;;;;;;;;X;;
PROV2664;名称未設定;;;;;;;;;;X;;
PROV2665;名称未設定;;;;;;;;;;X;;
PROV2666;名称未設定;;;;;;;;;;X;;
PROV2667;名称未設定;;;;;;;;;;X;;
PROV2668;名称未設定;;;;;;;;;;X;;
PROV2669;名称未設定;;;;;;;;;;X;;
PROV2670;名称未設定;;;;;;;;;;X;;
#EOF;;;;;;;;;;;X;;
